home_team,away_team,toss_won,decision,winner,venue_name,home_captain,away_captain,reserve_umpire,away_team_win_percentage,home_playx1_1,home_playx1_2,home_playx1_3,home_playx1_4,home_playx1_5,home_playx1_6,home_playx1_7,home_playx1_8,home_playx1_9,home_playx1_10,home_playx1_11,away_playx1_1,away_playx1_2,away_playx1_3,away_playx1_4,away_playx1_5,away_playx1_6,away_playx1_7,away_playx1_8,away_playx1_9,away_playx1_10,away_playx1_11,home_key_batsman_1,home_key_batsman_2,home_key_bowler_1,home_key_bowler_2,away_key_batsman_1,away_key_batsman_2,away_key_bowler_1,away_key_bowler_2
KKR,GT,3,0,3,6,Shreyas Iyer,Hardik Pandya,58,0,Sam Billings (WK),Sunil Narine (AR),Shreyas Iyer (UKN),Nitish Rana (UKN),Rinku Singh (UKN),Venkatesh Iyer (AR),Andre Russell (AR),Shivam Mavi (AR),Umesh Yadav (BL),Tim Southee (BL),Varun Chakravarthy (BL),Wriddhiman Saha (WK),Shubman Gill (UKN),Hardik Pandya (AR),David Miller (UKN),Rahul Tewatia (AR),Rashid Khan (BL),Abhinav Manohar (AR),Lockie Ferguson (BL),Alzarri Joseph (BL),Yash Dayal (BL),Mohammed Shami (BL),Andre Russell,Rinku Singh,Andre Russell,Tim Southee,Hardik Pandya,David Miller,Mohammed Shami,Rashid Khan
RCB,SRH,13,1,14,2,Faf du Plessis,Kane Williamson,41,27,Faf du Plessis (UKN),Anuj Rawat (UKN),Virat Kohli (UKN),Glenn Maxwell (AR),Suyash Prabhudessai (AR),Shahbaz Ahmed (AR),Dinesh Karthik (WK),Harshal Patel (BL),Wanindu Hasaranga de Silva (AR),Josh Hazlewood (BL),Mohammed Siraj (BL),Abhishek Sharma (AR),Kane Williamson (UKN),Rahul Tripathi (UKN),Aiden Markram (UKN),Nicholas Pooran (WK),Shashank Singh (AR),Jagadeesha Suchith (BL),Bhuvneshwar Kumar (BL),Marco Jansen (AR),T Natarajan (BL),Umran Malik (BL),Suyash Prabhudessai,Glenn Maxwell,Harshal Patel,Josh Hazlewood,Abhishek Sharma,Kane Williamson,T Natarajan,Marco Jansen
LSG,MI,8,1,7,34,KL Rahul,Rohit Sharma,29,0,Quinton de Kock (WK),KL Rahul (UKN),Manish Pandey (UKN),Marcus Stoinis (AR),Krunal Pandya (AR),Deepak Hooda (AR),Ayush Badoni (UKN),Jason Holder (AR),Dushmantha Chameera (BL),Ravi Bishnoi (BL),Mohsin Khan (BL),Ishan Kishan (WK),Rohit Sharma (UKN),Dewald Brevis (AR),Suryakumar Yadav (UKN),Tilak Varma (AR),Kieron Pollard (AR),Daniel Sams (AR),Jaydev Unadkat (BL),Hrithik Shokeen (BL),Jasprit Bumrah (BL),Riley Meredith (BL),KL Rahul,Manish Pandey,Krunal Pandya,Ayush Badoni,Rohit Sharma,Tilak Varma,Kieron Pollard,Riley Meredith
PBKS,CSK,0,1,9,34,Mayank Agarwal,Ravindra Jadeja,38,57,Mayank Agarwal (UKN),Shikhar Dhawan (UKN),Bhanuka Rajapaksa (UKN),Liam Livingstone (AR),Jonny Bairstow (UKN),Jitesh Sharma (WK),Rishi Dhawan (AR),Kagiso Rabada (BL),Rahul Chahar (BL),Arshdeep Singh (BL),Sandeep Sharma (BL),Ruturaj Gaikwad (UKN),Robin Uthappa (UKN),Mitchell Santner (AR),Shivam Dube (AR),Ambati Rayudu (UKN),Ravindra Jadeja (AR),MS Dhoni (WK),Dwaine Pretorius (AR),Dwayne Bravo (AR),Mukesh Choudhary (BL),Maheesh Theekshana (BL),Shikhar Dhawan,Bhanuka Rajapaksa,Kagiso Rabada,Rishi Dhawan,Ambati Rayudu,Ruturaj Gaikwad,Dwayne Bravo,Maheesh Theekshana
RCB,RR,10,1,13,17,Faf du Plessis,Sanju Samson,40,43,Virat Kohli (UKN),Faf du Plessis (UKN),Rajat Patidar (UKN),Glenn Maxwell (AR),Shahbaz Ahmed (AR),Suyash Prabhudessai (AR),Dinesh Karthik (WK),Wanindu Hasaranga de Silva (AR),Harshal Patel (BL),Mohammed Siraj (BL),Josh Hazlewood (BL),Jos Buttler (UKN),Devdutt Padikkal (UKN),Ravichandran Ashwin (AR),Sanju Samson (WK),Daryl Mitchell (AR),Riyan Parag (UKN),Shimron Hetmyer (UKN),Trent Boult (BL),Prasidh Krishna (BL),Yuzvendra Chahal (BL),Kuldeep Sen (BL),Faf du Plessis,Wanindu Hasaranga de Silva,Josh Hazlewood,Wanindu Hasaranga de Silva,Riyan Parag,Sanju Samson,Kuldeep Sen,Ravichandran Ashwin
GT,SRH,3,1,3,34,Hardik Pandya,Kane Williamson,39,0,Wriddhiman Saha (WK),Shubman Gill (UKN),Hardik Pandya (AR),David Miller (UKN),Rahul Tewatia (AR),Abhinav Manohar (AR),Rashid Khan (BL),Lockie Ferguson (BL),Alzarri Joseph (BL),Yash Dayal (BL),Mohammed Shami (BL),Abhishek Sharma (AR),Kane Williamson (UKN),Rahul Tripathi (UKN),Aiden Markram (UKN),Nicholas Pooran (WK),Washington Sundar (AR),Shashank Singh (AR),Marco Jansen (AR),Bhuvneshwar Kumar (BL),T Natarajan (BL),Umran Malik (BL),Wriddhiman Saha,Rahul Tewatia,Mohammed Shami,Yash Dayal,Abhishek Sharma,Aiden Markram,Umran Malik,T Natarajan
DC,KKR,1,1,1,34,Rishabh Pant,Shreyas Iyer,2,32,Prithvi Shaw (UKN),David Warner (UKN),Mitchell Marsh (AR),Lalit Yadav (AR),Rishabh Pant (WK),Rovman Powell (UKN),Axar Patel (AR),Shardul Thakur (BL),Kuldeep Yadav (BL),Mustafizur Rahman (BL),Chetan Sakariya (BL),Aaron Finch (UKN),Venkatesh Iyer (AR),Shreyas Iyer (UKN),Baba Indrajith (WK),Sunil Narine (AR),Nitish Rana (UKN),Andre Russell (AR),Rinku Singh (UKN),Umesh Yadav (BL),Tim Southee (BL),Harshit Rana (BL),David Warner,Rovman Powell,Kuldeep Yadav,Mustafizur Rahman,Nitish Rana,Shreyas Iyer,Umesh Yadav,Sunil Narine
PBKS,LSG,5,1,7,17,Mayank Agarwal,KL Rahul,58,0,Mayank Agarwal (UKN),Shikhar Dhawan (UKN),Jonny Bairstow (UKN),Bhanuka Rajapaksa (UKN),Liam Livingstone (AR),Jitesh Sharma (WK),Rishi Dhawan (AR),Kagiso Rabada (BL),Rahul Chahar (BL),Arshdeep Singh (BL),Sandeep Sharma (BL),Quinton de Kock (WK),KL Rahul (UKN),Deepak Hooda (AR),Krunal Pandya (AR),Marcus Stoinis (AR),Ayush Badoni (UKN),Jason Holder (AR),Dushmantha Chameera (BL),Mohsin Khan (BL),Avesh Khan (BL),Ravi Bishnoi (BL),Jonny Bairstow,Mayank Agarwal,Kagiso Rabada,Rahul Chahar,Quinton de Kock,Deepak Hooda,Mohsin Khan,Krunal Pandya
GT,RCB,10,0,3,2,Hardik Pandya,Faf du Plessis,9,0,Wriddhiman Saha (WK),Shubman Gill (UKN),Sai Sudharsan (UKN),Hardik Pandya (AR),David Miller (UKN),Rahul Tewatia (AR),Rashid Khan (BL),Pradeep Sangwan (BL),Alzarri Joseph (BL),Lockie Ferguson (BL),Mohammed Shami (BL),Virat Kohli (UKN),Faf du Plessis (UKN),Rajat Patidar (UKN),Glenn Maxwell (AR),Dinesh Karthik (WK),Shahbaz Ahmed (AR),Mahipal Lomror (AR),Wanindu Hasaranga de Silva (AR),Harshal Patel (BL),Josh Hazlewood (BL),Mohammed Siraj (BL),Rahul Tewatia,David Miller,Pradeep Sangwan,Rashid Khan,Virat Kohli,Rajat Patidar,Wanindu Hasaranga de Silva,Shahbaz Ahmed
RR,MI,8,1,8,6,Sanju Samson,Rohit Sharma,52,20,Jos Buttler (UKN),Devdutt Padikkal (UKN),Sanju Samson (WK),Daryl Mitchell (AR),Shimron Hetmyer (UKN),Riyan Parag (UKN),Ravichandran Ashwin (AR),Trent Boult (BL),Prasidh Krishna (BL),Yuzvendra Chahal (BL),Kuldeep Sen (BL),Rohit Sharma (UKN),Ishan Kishan (WK),Suryakumar Yadav (UKN),Tilak Varma (AR),Kieron Pollard (AR),Tim David (UKN),Daniel Sams (AR),Hrithik Shokeen (BL),Kumar Kartikeya (BL),Jasprit Bumrah (BL),Riley Meredith (BL),Jos Buttler,Ravichandran Ashwin,Ravichandran Ashwin,Trent Boult,Suryakumar Yadav,Tilak Varma,Riley Meredith,Hrithik Shokeen
DC,LSG,7,0,7,34,Rishabh Pant,KL Rahul,2,0,Prithvi Shaw (UKN),David Warner (UKN),Mitchell Marsh (AR),Rishabh Pant (WK),Lalit Yadav (AR),Rovman Powell (UKN),Axar Patel (AR),Shardul Thakur (BL),Kuldeep Yadav (BL),Mustafizur Rahman (BL),Chetan Sakariya (BL),Quinton de Kock (WK),KL Rahul (UKN),Deepak Hooda (AR),Marcus Stoinis (AR),Krunal Pandya (AR),Ayush Badoni (UKN),Jason Holder (AR),Mohsin Khan (BL),Krishnappa Gowtham (AR),Dushmantha Chameera (BL),Ravi Bishnoi (BL),Rishabh Pant,Axar Patel,Shardul Thakur,Chetan Sakariya,KL Rahul,Deepak Hooda,Mohsin Khan,Krishnappa Gowtham
SRH,CSK,13,1,0,17,Kane Williamson,MS Dhoni,40,50,Abhishek Sharma (AR),Kane Williamson (UKN),Rahul Tripathi (UKN),Aiden Markram (UKN),Nicholas Pooran (WK),Shashank Singh (AR),Washington Sundar (AR),Marco Jansen (AR),Bhuvneshwar Kumar (BL),T Natarajan (BL),Umran Malik (BL),Ruturaj Gaikwad (UKN),Devon Conway (UKN),MS Dhoni (WK),Ravindra Jadeja (AR),Robin Uthappa (UKN),Ambati Rayudu (UKN),Simarjeet Singh (BL),Mitchell Santner (AR),Dwaine Pretorius (AR),Mukesh Choudhary (BL),Maheesh Theekshana (BL),Nicholas Pooran,Kane Williamson,T Natarajan,Shashank Singh,Ruturaj Gaikwad,Devon Conway,Mukesh Choudhary,Mitchell Santner
KKR,RR,4,1,4,34,Shreyas Iyer,Sanju Samson,52,9,Baba Indrajith (WK),Aaron Finch (UKN),Shreyas Iyer (UKN),Nitish Rana (UKN),Rinku Singh (UKN),Anukul Roy (AR),Andre Russell (AR),Sunil Narine (AR),Umesh Yadav (BL),Tim Southee (BL),Shivam Mavi (AR),Jos Buttler (UKN),Devdutt Padikkal (UKN),Sanju Samson (WK),Karun Nair (UKN),Riyan Parag (UKN),Shimron Hetmyer (UKN),Ravichandran Ashwin (AR),Trent Boult (BL),Prasidh Krishna (BL),Yuzvendra Chahal (BL),Kuldeep Sen (BL),Nitish Rana,Rinku Singh,Tim Southee,Umesh Yadav,Sanju Samson,Shimron Hetmyer,Trent Boult,Kuldeep Sen
GT,PBKS,3,0,9,6,Hardik Pandya,Mayank Agarwal,53,0,Wriddhiman Saha (WK),Shubman Gill (UKN),Sai Sudharsan (UKN),Hardik Pandya (AR),David Miller (UKN),Rahul Tewatia (AR),Rashid Khan (BL),Pradeep Sangwan (BL),Lockie Ferguson (BL),Alzarri Joseph (BL),Mohammed Shami (BL),Jonny Bairstow (UKN),Shikhar Dhawan (UKN),Bhanuka Rajapaksa (UKN),Liam Livingstone (AR),Mayank Agarwal (UKN),Jitesh Sharma (WK),Rishi Dhawan (AR),Kagiso Rabada (BL),Rahul Chahar (BL),Arshdeep Singh (BL),Sandeep Sharma (BL),Sai Sudharsan,Wriddhiman Saha,Lockie Ferguson,Mohammed Shami,Shikhar Dhawan,Bhanuka Rajapaksa,Kagiso Rabada,Liam Livingstone
RCB,CSK,0,1,11,17,Faf du Plessis,MS Dhoni,58,43,Virat Kohli (UKN),Faf du Plessis (UKN),Glenn Maxwell (AR),Mahipal Lomror (AR),Rajat Patidar (UKN),Dinesh Karthik (WK),Wanindu Hasaranga de Silva (AR),Shahbaz Ahmed (AR),Harshal Patel (BL),Mohammed Siraj (BL),Josh Hazlewood (BL),Ruturaj Gaikwad (UKN),Devon Conway (UKN),Robin Uthappa (UKN),Ambati Rayudu (UKN),Moeen Ali (AR),Ravindra Jadeja (AR),MS Dhoni (WK),Dwaine Pretorius (AR),Simarjeet Singh (BL),Maheesh Theekshana (BL),Mukesh Choudhary (BL),Mahipal Lomror,Faf du Plessis,Harshal Patel,Glenn Maxwell,Devon Conway,Moeen Ali,Maheesh Theekshana,Moeen Ali
DC,SRH,13,1,1,2,Rishabh Pant,Kane Williamson,29,34,Mandeep Singh (AR),David Warner (UKN),Mitchell Marsh (AR),Rishabh Pant (WK),Rovman Powell (UKN),Lalit Yadav (AR),Ripal Patel (UKN),Shardul Thakur (BL),Kuldeep Yadav (BL),Anrich Nortje (BL),Khaleel Ahmed (BL),Abhishek Sharma (AR),Kane Williamson (UKN),Rahul Tripathi (UKN),Aiden Markram (UKN),Nicholas Pooran (WK),Shashank Singh (AR),Sean Abbott (AR),Shreyas Gopal (AR),Kartik Tyagi (BL),Bhuvneshwar Kumar (BL),Umran Malik (BL),David Warner,Rovman Powell,Khaleel Ahmed,Shardul Thakur,Nicholas Pooran,Aiden Markram,Bhuvneshwar Kumar,Shreyas Gopal
GT,MI,3,1,8,2,Hardik Pandya,Rohit Sharma,38,0,Wriddhiman Saha (WK),Shubman Gill (UKN),Hardik Pandya (AR),Sai Sudharsan (UKN),David Miller (UKN),Rahul Tewatia (AR),Rashid Khan (BL),Pradeep Sangwan (BL),Lockie Ferguson (BL),Alzarri Joseph (BL),Mohammed Shami (BL),Ishan Kishan (WK),Rohit Sharma (UKN),Suryakumar Yadav (UKN),Tilak Varma (AR),Kieron Pollard (AR),Tim David (UKN),Daniel Sams (AR),Murugan Ashwin (BL),Kumar Kartikeya (BL),Jasprit Bumrah (BL),Riley Meredith (BL),Wriddhiman Saha,Shubman Gill,Rashid Khan,Pradeep Sangwan,Ishan Kishan,Tim David,Murugan Ashwin,Kieron Pollard
PBKS,RR,5,0,13,34,Mayank Agarwal,Sanju Samson,53,57,Jonny Bairstow (UKN),Shikhar Dhawan (UKN),Bhanuka Rajapaksa (UKN),Mayank Agarwal (UKN),Jitesh Sharma (WK),Liam Livingstone (AR),Rishi Dhawan (AR),Kagiso Rabada (BL),Rahul Chahar (BL),Arshdeep Singh (BL),Sandeep Sharma (BL),Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Sanju Samson (WK),Devdutt Padikkal (UKN),Shimron Hetmyer (UKN),Riyan Parag (UKN),Ravichandran Ashwin (AR),Trent Boult (BL),Prasidh Krishna (BL),Yuzvendra Chahal (BL),Kuldeep Sen (BL),Jonny Bairstow,Jitesh Sharma,Arshdeep Singh,Rishi Dhawan,Yashasvi Jaiswal,Shimron Hetmyer,Yuzvendra Chahal,Ravichandran Ashwin
LSG,KKR,4,1,7,17,KL Rahul,Shreyas Iyer,40,0,Quinton de Kock (WK),KL Rahul (UKN),Deepak Hooda (AR),Krunal Pandya (AR),Ayush Badoni (UKN),Marcus Stoinis (AR),Jason Holder (AR),Dushmantha Chameera (BL),Avesh Khan (BL),Mohsin Khan (BL),Ravi Bishnoi (BL),Baba Indrajith (WK),Aaron Finch (UKN),Shreyas Iyer (UKN),Nitish Rana (UKN),Rinku Singh (UKN),Andre Russell (AR),Sunil Narine (AR),Anukul Roy (AR),Shivam Mavi (AR),Tim Southee (BL),Harshit Rana (BL),Quinton de Kock,Deepak Hooda,Avesh Khan,Jason Holder,Andre Russell,Sunil Narine,Andre Russell,Sunil Narine
SRH,RCB,10,0,11,34,Kane Williamson,Faf du Plessis,2,18,Abhishek Sharma (AR),Kane Williamson (UKN),Rahul Tripathi (UKN),Aiden Markram (UKN),Nicholas Pooran (WK),Jagadeesha Suchith (BL),Shashank Singh (AR),Kartik Tyagi (BL),Bhuvneshwar Kumar (BL),Umran Malik (BL),Fazalhaq Farooqi (BL),Virat Kohli (UKN),Faf du Plessis (UKN),Rajat Patidar (UKN),Glenn Maxwell (AR),Dinesh Karthik (WK),Mahipal Lomror (AR),Shahbaz Ahmed (AR),Wanindu Hasaranga de Silva (AR),Harshal Patel (BL),Josh Hazlewood (BL),Mohammed Siraj (BL),Rahul Tripathi,Aiden Markram,Jagadeesha Suchith,Kartik Tyagi,Faf du Plessis,Rajat Patidar,Wanindu Hasaranga de Silva,Josh Hazlewood
CSK,DC,1,1,0,6,MS Dhoni,Rishabh Pant,52,18,Ruturaj Gaikwad (UKN),Devon Conway (UKN),Shivam Dube (AR),Ambati Rayudu (UKN),MS Dhoni (WK),Moeen Ali (AR),Robin Uthappa (UKN),Dwayne Bravo (AR),Simarjeet Singh (BL),Maheesh Theekshana (BL),Mukesh Choudhary (BL),David Warner (UKN),Srikar Bharat (UKN),Mitchell Marsh (AR),Rishabh Pant (WK),Rovman Powell (UKN),Ripal Patel (UKN),Axar Patel (AR),Shardul Thakur (BL),Kuldeep Yadav (BL),Anrich Nortje (BL),Khaleel Ahmed (BL),Devon Conway,Ruturaj Gaikwad,Moeen Ali,Mukesh Choudhary,Mitchell Marsh,Shardul Thakur,Anrich Nortje,Khaleel Ahmed
MI,KKR,8,1,4,6,Rohit Sharma,Shreyas Iyer,9,9,Rohit Sharma (UKN),Ishan Kishan (WK),Tilak Varma (AR),Ramandeep Singh (UKN),Tim David (UKN),Kieron Pollard (AR),Daniel Sams (AR),Murugan Ashwin (BL),Kumar Kartikeya (BL),Jasprit Bumrah (BL),Riley Meredith (BL),Venkatesh Iyer (AR),Ajinkya Rahane (UKN),Nitish Rana (UKN),Shreyas Iyer (UKN),Andre Russell (AR),Rinku Singh (UKN),Sheldon Jackson (WK),Pat Cummins (BL),Sunil Narine (AR),Tim Southee (BL),Varun Chakravarthy (BL),Ishan Kishan,Kieron Pollard,Jasprit Bumrah,Kumar Kartikeya,Venkatesh Iyer,Nitish Rana,Pat Cummins,Andre Russell
LSG,GT,3,0,3,17,KL Rahul,Hardik Pandya,58,0,Quinton de Kock (WK),KL Rahul (UKN),Deepak Hooda (AR),Karan Sharma (AR),Krunal Pandya (AR),Ayush Badoni (UKN),Marcus Stoinis (AR),Jason Holder (AR),Mohsin Khan (BL),Dushmantha Chameera (BL),Avesh Khan (BL),Wriddhiman Saha (WK),Shubman Gill (UKN),Matthew Wade (UKN),Hardik Pandya (AR),David Miller (UKN),Rahul Tewatia (AR),Rashid Khan (BL),Ravisrinivasan Sai Kishore (BL),Alzarri Joseph (BL),Yash Dayal (BL),Mohammed Shami (BL),Deepak Hooda,Avesh Khan,Avesh Khan,Mohsin Khan,Shubman Gill,David Miller,Rashid Khan,Ravisrinivasan Sai Kishore
RR,DC,1,1,1,6,Sanju Samson,Rishabh Pant,52,20,Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Ravichandran Ashwin (AR),Devdutt Padikkal (UKN),Sanju Samson (WK),Riyan Parag (UKN),Rassie van der Dussen (UKN),Trent Boult (BL),Prasidh Krishna (BL),Yuzvendra Chahal (BL),Kuldeep Sen (BL),Srikar Bharat (UKN),David Warner (UKN),Mitchell Marsh (AR),Rishabh Pant (WK),Rovman Powell (UKN),Lalit Yadav (AR),Axar Patel (AR),Shardul Thakur (BL),Kuldeep Yadav (BL),Anrich Nortje (BL),Chetan Sakariya (BL),Ravichandran Ashwin,Devdutt Padikkal,Trent Boult,Yuzvendra Chahal,Mitchell Marsh,David Warner,Chetan Sakariya,Mitchell Marsh
CSK,MI,8,1,8,34,MS Dhoni,Rohit Sharma,2,41,Ruturaj Gaikwad (UKN),Devon Conway (UKN),Moeen Ali (AR),Robin Uthappa (UKN),Ambati Rayudu (UKN),MS Dhoni (WK),Shivam Dube (AR),Dwayne Bravo (AR),Simarjeet Singh (BL),Maheesh Theekshana (BL),Mukesh Choudhary (BL),Ishan Kishan (WK),Rohit Sharma (UKN),Daniel Sams (AR),Tilak Varma (AR),Tristan Stubbs (UKN),Hrithik Shokeen (BL),Tim David (UKN),Ramandeep Singh (UKN),Jasprit Bumrah (BL),Riley Meredith (BL),Kumar Kartikeya (BL),MS Dhoni,Dwayne Bravo,Mukesh Choudhary,Moeen Ali,Tilak Varma,Rohit Sharma,Daniel Sams,Kumar Kartikeya
RCB,PBKS,10,1,9,2,Faf du Plessis,Mayank Agarwal,58,0,Virat Kohli (UKN),Faf du Plessis (UKN),Rajat Patidar (UKN),Mahipal Lomror (AR),Glenn Maxwell (AR),Dinesh Karthik (WK),Shahbaz Ahmed (AR),Harshal Patel (BL),Wanindu Hasaranga de Silva (AR),Mohammed Siraj (BL),Josh Hazlewood (BL),Jonny Bairstow (UKN),Shikhar Dhawan (UKN),Bhanuka Rajapaksa (UKN),Liam Livingstone (AR),Mayank Agarwal (UKN),Jitesh Sharma (WK),Harpreet Brar (BL),Rishi Dhawan (AR),Rahul Chahar (BL),Kagiso Rabada (BL),Arshdeep Singh (BL),Glenn Maxwell,Rajat Patidar,Harshal Patel,Wanindu Hasaranga de Silva,Liam Livingstone,Jonny Bairstow,Kagiso Rabada,Rishi Dhawan
KKR,SRH,4,0,4,17,Shreyas Iyer,Kane Williamson,40,8,Venkatesh Iyer (AR),Ajinkya Rahane (UKN),Nitish Rana (UKN),Shreyas Iyer (UKN),Sam Billings (WK),Rinku Singh (UKN),Andre Russell (AR),Sunil Narine (AR),Umesh Yadav (BL),Tim Southee (BL),Varun Chakravarthy (BL),Abhishek Sharma (AR),Kane Williamson (UKN),Rahul Tripathi (UKN),Aiden Markram (UKN),Nicholas Pooran (WK),Washington Sundar (AR),Shashank Singh (AR),Marco Jansen (AR),Bhuvneshwar Kumar (BL),Umran Malik (BL),T Natarajan (BL),Andre Russell,Sam Billings,Andre Russell,Tim Southee,Abhishek Sharma,Aiden Markram,Umran Malik,Bhuvneshwar Kumar
CSK,GT,0,0,3,34,MS Dhoni,Hardik Pandya,27,0,Ruturaj Gaikwad (UKN),Devon Conway (UKN),Moeen Ali (AR),Narayan Jagadeesan (UKN),Shivam Dube (AR),MS Dhoni (WK),Mitchell Santner (AR),Prashant Solanki (BL),Simarjeet Singh (BL),Matheesha Pathirana (BL),Mukesh Choudhary (BL),Wriddhiman Saha (WK),Shubman Gill (UKN),Matthew Wade (UKN),Hardik Pandya (AR),David Miller (UKN),Rahul Tewatia (AR),Rashid Khan (BL),Ravisrinivasan Sai Kishore (BL),Alzarri Joseph (BL),Yash Dayal (BL),Mohammed Shami (BL),Ruturaj Gaikwad,Narayan Jagadeesan,Matheesha Pathirana,Moeen Ali,Wriddhiman Saha,Matthew Wade,Mohammed Shami,Alzarri Joseph
LSG,RR,12,0,13,2,KL Rahul,Sanju Samson,61,0,Quinton de Kock (WK),KL Rahul (UKN),Ayush Badoni (UKN),Deepak Hooda (AR),Krunal Pandya (AR),Marcus Stoinis (AR),Jason Holder (AR),Dushmantha Chameera (BL),Mohsin Khan (BL),Avesh Khan (BL),Ravi Bishnoi (BL),Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Sanju Samson (WK),Devdutt Padikkal (UKN),Riyan Parag (UKN),James Neesham (AR),Ravichandran Ashwin (AR),Trent Boult (BL),Prasidh Krishna (BL),Yuzvendra Chahal (BL),Obed McCoy (BL),Deepak Hooda,Marcus Stoinis,Ravi Bishnoi,Ayush Badoni,Yashasvi Jaiswal,Devdutt Padikkal,Trent Boult,Prasidh Krishna
PBKS,DC,5,1,1,6,Mayank Agarwal,Rishabh Pant,26,57,Jonny Bairstow (UKN),Shikhar Dhawan (UKN),Bhanuka Rajapaksa (UKN),Liam Livingstone (AR),Mayank Agarwal (UKN),Jitesh Sharma (WK),Harpreet Brar (BL),Rishi Dhawan (AR),Rahul Chahar (BL),Kagiso Rabada (BL),Arshdeep Singh (BL),David Warner (UKN),Sarfaraz Khan (UKN),Mitchell Marsh (AR),Lalit Yadav (AR),Rishabh Pant (WK),Rovman Powell (UKN),Axar Patel (AR),Shardul Thakur (BL),Kuldeep Yadav (BL),Anrich Nortje (BL),Khaleel Ahmed (BL),Jitesh Sharma,Jonny Bairstow,Liam Livingstone,Arshdeep Singh,Mitchell Marsh,Sarfaraz Khan,Shardul Thakur,Axar Patel
MI,SRH,8,1,14,34,Rohit Sharma,Kane Williamson,41,30,Rohit Sharma (UKN),Ishan Kishan (WK),Daniel Sams (AR),Tilak Varma (AR),Tim David (UKN),Tristan Stubbs (UKN),Ramandeep Singh (UKN),Sanjay Yadav (AR),Jasprit Bumrah (BL),Mayank Markande (BL),Riley Meredith (BL),Abhishek Sharma (AR),Priyam Garg (UKN),Rahul Tripathi (UKN),Nicholas Pooran (WK),Aiden Markram (UKN),Kane Williamson (UKN),Washington Sundar (AR),Bhuvneshwar Kumar (BL),Umran Malik (BL),T Natarajan (BL),Fazalhaq Farooqi (BL),Rohit Sharma,Tim David,Ramandeep Singh,Jasprit Bumrah,Rahul Tripathi,Priyam Garg,Umran Malik,Bhuvneshwar Kumar
KKR,LSG,7,0,7,6,Shreyas Iyer,KL Rahul,27,0,Venkatesh Iyer (AR),Abhijeet Tomar (UKN),Nitish Rana (UKN),Shreyas Iyer (UKN),Sam Billings (WK),Andre Russell (AR),Rinku Singh (UKN),Sunil Narine (AR),Umesh Yadav (BL),Tim Southee (BL),Varun Chakravarthy (BL),Quinton de Kock (WK),KL Rahul (UKN),Evin Lewis (UKN),Deepak Hooda (AR),Manan Vohra (UKN),Marcus Stoinis (AR),Jason Holder (AR),Krishnappa Gowtham (AR),Mohsin Khan (BL),Avesh Khan (BL),Ravi Bishnoi (BL),Shreyas Iyer,Nitish Rana,Tim Southee,Andre Russell,Quinton de Kock,KL Rahul,Mohsin Khan,Marcus Stoinis
RCB,GT,3,0,11,34,Faf du Plessis,Hardik Pandya,52,0,Virat Kohli (UKN),Faf du Plessis (UKN),Glenn Maxwell (AR),Dinesh Karthik (WK),Rajat Patidar (UKN),Mahipal Lomror (AR),Shahbaz Ahmed (AR),Harshal Patel (BL),Wanindu Hasaranga de Silva (AR),Josh Hazlewood (BL),Siddarth Kaul (BL),Wriddhiman Saha (WK),Shubman Gill (UKN),Matthew Wade (UKN),Hardik Pandya (AR),David Miller (UKN),Rahul Tewatia (AR),Rashid Khan (BL),Ravisrinivasan Sai Kishore (BL),Lockie Ferguson (BL),Yash Dayal (BL),Mohammed Shami (BL),Virat Kohli,Faf du Plessis,Josh Hazlewood,Wanindu Hasaranga de Silva,Hardik Pandya,David Miller,Rashid Khan,Mohammed Shami
RR,CSK,0,0,13,2,Sanju Samson,MS Dhoni,31,20,Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Sanju Samson (WK),Devdutt Padikkal (UKN),Ravichandran Ashwin (AR),Shimron Hetmyer (UKN),Riyan Parag (UKN),Trent Boult (BL),Yuzvendra Chahal (BL),Prasidh Krishna (BL),Obed McCoy (BL),Ruturaj Gaikwad (UKN),Devon Conway (UKN),Moeen Ali (AR),Narayan Jagadeesan (UKN),Ambati Rayudu (UKN),MS Dhoni (WK),Mitchell Santner (AR),Simarjeet Singh (BL),Mukesh Choudhary (BL),Prashant Solanki (BL),Matheesha Pathirana (BL),Yashasvi Jaiswal,Ravichandran Ashwin,Obed McCoy,Yuzvendra Chahal,Moeen Ali,MS Dhoni,Prashant Solanki,Mitchell Santner
MI,DC,8,1,8,34,Rohit Sharma,Rishabh Pant,39,17,Ishan Kishan (WK),Rohit Sharma (UKN),Dewald Brevis (AR),Tilak Varma (AR),Tim David (UKN),Ramandeep Singh (UKN),Daniel Sams (AR),Hrithik Shokeen (BL),Jasprit Bumrah (BL),Mayank Markande (BL),Riley Meredith (BL),Prithvi Shaw (UKN),David Warner (UKN),Mitchell Marsh (AR),Rishabh Pant (WK),Sarfaraz Khan (UKN),Rovman Powell (UKN),Axar Patel (AR),Shardul Thakur (BL),Kuldeep Yadav (BL),Anrich Nortje (BL),Khaleel Ahmed (BL),Ishan Kishan,Dewald Brevis,Jasprit Bumrah,Ramandeep Singh,Rovman Powell,Rishabh Pant,Anrich Nortje,Shardul Thakur
